"","sample","SUVA254","SR","fresh","HIX","comp1_per","comp2_per","comp3_per","comp4_per","comp5_per"
"1","SWHSWT1",2.72891084762919,1.05051910735809,0.72858692993679,0.886530238122718,46.6825080319059,24.0440894464331,10.3256636268392,11.0044999268886,7.94323896793316
"2","SWHSWT2",2.68034064752801,1.06797826555773,0.738739609603275,0.887405373930979,46.584667896057,24.1065026564611,10.4449308393021,11.1114950979527,7.75240351022699
"3","SWHSWT3",2.56639554988777,1.11120475123153,0.737810140262816,0.8867795520267,46.5928245171867,24.1415334684404,10.2400869387093,11.0766907740388,7.94886430162484
"4","SWHSWT4",2.63009297684036,1.06100206432802,0.738076876986834,0.887587298016157,46.4859870150219,24.1740729170164,10.2119390383233,11.1158852899267,8.01211573971174
"5","SWHSWT5",2.59617925391176,1.0643768574663,0.735764581589796,0.88389393972439,46.255693048464,24.1305359971069,10.3510528791631,11.1501569723393,8.11256110292676
"6","SWHSWT6",2.67428851697398,1.10096476523002,0.735861258864126,0.885392958701416,46.2196535528179,24.1405984480821,10.3074685187027,11.1069541863916,8.22532529400571
"7","SWHSWT7",2.56472351127599,1.05073644711659,0.733310096406566,0.885527487975306,46.0693359375283,23.8379165473282,10.5216876275588,11.4514586177464,8.11960126983833
"8","SWHSWT8",2.73140849554942,1.0397263908434,0.693508700468844,0.88311714762216,46.0029588900363,22.2708398711041,10.7253510129763,12.5999146809872,8.40093554489614
"9","SWHSWT9",2.79570217348985,0.992384285311044,0.673256253572214,0.882700338630804,45.4478402634286,21.2343497002271,11.5697676394754,13.5485340847128,8.19950831215601
"10","SWHSWT10",2.66290243937298,0.959827819192623,0.662254755952005,0.883918197357126,45.5933639588271,20.8926897018883,11.5920634368477,13.6269245624566,8.29495833998026
"11","SWHSWT11",2.5297845520249,1.08333160529027,0.729983858723541,0.883693002286116,46.4614170034695,24.108586639808,10.1780258735369,11.3044500659855,7.94752041720012
"12","SWHSWT12",2.58420843763418,1.07875375874365,0.736325419535157,0.88563296162302,46.4030779044759,24.1100744198812,10.2612985656018,11.2147388538115,8.01081025622961
"13","SWHSWT13",2.54765683410705,1.06607913832579,0.736137896361854,0.888160262403628,46.4458642182519,24.1132096659523,10.2313021548716,11.25185287307,7.95777108785422
"14","SWHSWT14",2.45582065393753,1.03759228518428,0.739113210394352,0.891611552016182,46.5373923107113,24.1698634379817,10.3066370224019,11.2658767563808,7.72023047252447
"15","SWHSWT15",2.57638294170146,1.05563829387812,0.734814344704091,0.88415432911559,46.2712147083455,23.6878737728409,10.3573423522956,11.3623699416836,8.3211992248344
"16","SWHSWT16",2.43888130550543,1.05250520697605,0.73501927518453,0.879034087595577,46.0519356060415,23.788803404799,10.115199737514,11.1810421959242,8.86301905572132
"17","SWHSWT17",2.57448936993378,1.0574731909959,0.737194570239643,0.874929711931337,46.1760823823146,24.0348672379445,10.252832836675,11.2039374650853,8.33228007798058
"18","SWHSWT18",2.64580144513209,1.06415266478151,0.734284181373733,0.882294463420921,46.7449842062945,23.9115968117115,10.3122555516267,11.0001709281395,8.03099250222783
"19","SWHSWT19",2.67407522090559,1.06251597644949,0.728896641153585,0.884030400898736,46.4351196652732,23.6036114250126,10.494631132231,11.447534842359,8.01910293512415
"20","SWHSWT1P",2.7280462174954,1.08679871120869,0.725068243254799,0.88197544000785,46.7007404715808,23.7313645559803,10.2943027228516,11.1388903449424,8.13470190464493
"21","SWHSWT20",2.9006469226246,0.983923858325112,0.683987450538635,0.888899162013745,46.4415143713593,21.9966458145991,11.081996160223,12.8347394877073,7.64510416611121
"22","SWHSWT21",2.92824555542241,0.954817375899768,0.681371204133272,0.885719475173732,46.2051998945297,21.7988507917679,11.3381580327689,13.0737555973039,7.5840356836297
"23","SWHSWT22",2.89898270659543,0.982178402478378,0.684996805288918,0.878336900217266,45.5062483293482,21.4689250703098,11.2109668179159,13.3052611284975,8.50859865392868
"24","SWHSWT23",2.95049449158168,1.03736308469533,0.713238177867466,0.885071951449225,46.5278725853711,23.1356336096558,10.4565471089393,11.8860435306239,7.99390316540989
"25","SWHSWT24",2.27825627194557,1.0082709065303,0.727272275954764,0.88309384023427,46.6475446605298,23.8793463081418,10.2562313774428,11.0405268416764,8.17635081220917
"26","SWHSWT25",2.32592642980278,0.98719725416368,0.727339971210278,0.88589043965116,46.671327202892,23.8984103777999,10.3091956625062,11.2365766120704,7.88449014473147
"27","SWHSWT26",2.46564659632055,1.00419578427776,0.734766322995099,0.88828339005641,46.7348148319223,23.951216140675,10.33764748423,11.2003453235167,7.77597621965601
"28","SWHSWT27",2.57316550058075,0.993057866094007,0.735393317651754,0.892320750372176,46.6378894262073,24.0906599078265,10.3300872744309,11.2336474703968,7.70771592113851
"29","SWHSWT28",2.54902301456537,0.980728932282914,0.736980114788593,0.887600352308838,46.2289405377235,23.9833851315682,10.3313401388788,11.2451023303571,8.21123186147238
"30","SWHSWT29",2.4598922063695,0.980896549787496,0.736154464008817,0.888997427368641,46.5483742438914,24.0297875198158,10.3571790321181,11.1953852662656,7.86927393790927
"31","SWHSWT2P",2.7704187899314,1.09971211064555,0.726962240868352,0.888750634059826,46.9599379532634,23.670395031149,10.4608573176592,11.0546674579522,7.85414223997617
"32","SWHSWT30",2.43006056753277,0.972184185231263,0.738546130771906,0.887142525211547,46.4508940128335,23.9954871482179,10.3315832123591,11.1971930790825,8.02484254750693
"33","SWHSWT31",2.54095910733837,1.01372594082878,0.737667075876026,0.882871863705115,46.2103480387214,24.0063339691188,10.3641264141246,11.2106780080144,8.20851357002083
"34","SWHSWT32",2.59379078996208,0.970781670239808,0.719159379360725,0.885718025016393,46.4029036171113,23.3126974732516,10.6106156603722,11.658904821386,8.01487842787892
"35","SWHSWT33",2.86285251113596,0.937373900807592,0.693532221991265,0.887613774246887,46.4620036625086,22.2028748901315,11.0800336150753,12.6097800376953,7.64530779458924
"36","SWHSWT34",2.86141287098423,0.938737135640387,0.685530246694758,0.885885615174695,46.4939807086148,21.8205510986784,11.0156028498801,12.9322333874917,7.73763195533506
"37","SWHSWT35",2.56092418918243,0.966287364259869,0.70564976088568,0.886234045924607,46.6995817577655,23.1412698503884,10.4103546462566,12.0271030673497,7.72169067823987
"38","SWHSWT36",2.5558436428596,0.978133333382128,0.731010823321829,0.885246735428043,46.6614083041336,24.1409778239997,10.0955482400184,11.2010143338009,7.90105129804736
"39","SWHSWT37",2.59640320894801,0.983932786032916,0.730562305550917,0.876508521041701,46.3833150181729,23.9957325395348,10.1565478674501,11.1995022395956,8.26490233524659
"40","SWHSWT38",2.50474493323426,0.992297915537628,0.738085613661449,0.888278381431659,46.6716035428866,24.143005177403,10.2145972927995,11.1323416100765,7.83845237683427
"41","SWHSWT39",2.49881111479904,0.976471852701843,0.739377165404156,0.890079075362493,46.6890222162386,24.0627855319154,10.3087732259049,11.1531815866712,7.78623743926982
"42","SWHSWT40",2.46568951427423,0.999892217319848,0.735702317261888,0.888349674630107,46.5965582813656,24.1226494950099,10.313135329294,11.1192378344838,7.84841905984667
"43","SWHSWT41",2.46266253956226,0.980299054080861,0.7321441408029,0.887991561598782,46.5774804428899,24.03870974396,10.2427083297325,11.2419324774035,7.89916900601415
"44","SWHSWT42",2.51938600635183,0.967704242855688,0.734953597654335,0.888209688567468,46.5634040254614,24.0601186239762,10.313133865953,11.1234747894013,7.93986869520814
"45","SWHSWT43",2.45737482465346,0.965492421948272,0.734712803289814,0.886683340426319,46.774113051275,23.9481396867939,10.2236184879298,11.151923171718,7.90220560228346
"46","SWHSWT44",2.55470521871447,0.957502386752011,0.730480834094372,0.887256327631269,46.5028570892684,23.8644904251958,10.2889555662381,11.4564503465015,7.88724657279631
"47","SWHSWT45",2.45934137644482,0.940649870538213,0.705947335215106,0.886900419313897,46.2513488725436,22.8686744976691,10.6853725637636,12.4596461421971,7.73495792382663
"48","SWHSWT46",2.61297995928424,0.928798845099035,0.695723842409484,0.892566297666944,46.2703098295558,22.3627180458165,10.9276102440772,12.9324672030214,7.50689467752907
"49","SWHSWT47",2.71960614883779,0.914967784931607,0.69028148141802,0.891614970220234,46.373952693799,22.0454214315462,10.8672209504887,13.232931182188,7.48047374197826
"50","SWHSWT48",2.55544401018122,0.96425876544416,0.726628602024562,0.885889477343165,46.6431479884201,24.1422232574237,10.0916278082544,11.2776194460934,7.84538149980842
"51","GCWSWT1P",2.2915703962105,1.14099644166456,0.742495171878894,0.847854325562277,42.8165002657269,22.7493435537916,11.6918037441213,11.5555331086644,11.1868193276958
"52","GCWSWT2P",2.62370643144572,1.03489768208336,0.710674972548782,0.862889337993144,43.5782303807064,21.9971255924408,12.0528243326676,12.60961127661,9.76220841757512
"53","GCWSWT1",2.2835348951203,1.11890608391352,0.734059831338891,0.842313618793424,42.0244798762381,22.5538805236282,11.3670149455182,11.7348404495833,12.3197842050322
"54","GCWSWT2",2.54969739567328,1.07733953691284,0.711686230180191,0.860779952428516,43.2935316045055,22.628682673247,11.881262558917,12.8203044626117,9.37621870071871
"55","GCWSWT3",2.82817763484648,1.02047189164864,0.700027404487484,0.870763739986164,43.5481451916226,21.8724120283748,11.9399345369852,13.2215825098712,9.41792573314623
"56","GCWSWT4",3.08155728534187,0.953310770299356,0.682365628255792,0.880601904634872,43.9335375871,21.4829469609349,12.2258695535888,13.9711389876407,8.38650691073556
"57","GCWSWT5",3.1392530762181,0.929854344369947,0.668282696159115,0.886325692692932,44.9826366255941,21.2693394948152,12.5849715922584,13.961969264013,7.20108302331925
"58","GCWSWT6",3.38473753720787,0.909855976258331,0.666895798056886,0.88986394914545,45.1136469308188,21.0945752565549,12.7806232005181,14.049086562894,6.96206804921417
"59","GCWSWT7",3.46987007193491,0.915076275797851,0.660403290641237,0.893606439934869,45.2031128290037,20.7688518682437,12.912449482804,14.3299872372248,6.78559858272379
"60","GCWSWT8",3.38087422835344,0.908003276444238,0.657182401310693,0.893540473832034,45.0850870612964,20.584667851247,13.1175385994803,14.3965629609994,6.81614352697692
"61","GCWSWT9",3.46457779243617,0.908893927124905,0.64890713275327,0.896891058046957,44.8223786549377,20.5040077890273,13.4708620442091,14.6925655607563,6.51018595106956
"62","GCWSWT10",3.37835600543912,0.915354174198354,0.651037373606339,0.896616853851035,45.0846524189117,20.2941592881272,13.5715021619779,14.45753433359,6.59215179739317
"63","GCWSWT11",3.13396541145649,0.984282938180065,0.674288844603715,0.887407800376499,44.8671103201908,21.1494569042384,12.851934367498,13.7372338283693,7.39426457970347
"64","GCWSWT12",2.92226107234871,1.00729553018082,0.680738265896002,0.88136214126528,44.4598222351394,21.3793498989728,12.6652705533271,13.5728165727468,7.92274073981392
"65","GCWSWT13",2.3606174625576,1.12895872825926,0.735186456872002,0.847858127085116,42.5750306147618,22.8400525498475,11.7170921466272,11.8708700384467,10.996954650317
"66","GCWSWT14",2.30363367179117,1.1893625974247,0.763090928373461,0.841439502289283,41.9244699679584,22.8061039565962,11.2991687877811,11.1254906000277,12.8447666876366
"67","GCWSWT15",2.1790730473545,1.20075749949789,0.777082237002075,0.836115468109838,41.9370328686518,23.8516912050389,11.1059312498424,10.8911104386641,12.2142342378027
"68","GCWSWT16",2.20891005464495,1.15292690832169,0.767190046705908,0.840910483409128,42.4052922491104,23.7449941324758,11.256287665636,10.9281232443676,11.6653027084102
"69","GCWSWT17",2.26257674610495,1.14396624879423,0.757923814473661,0.844427749200085,42.7806478827537,23.3670484910309,11.5090324896589,11.2158529364299,11.1274182001265
"70","GCWSWT18",2.39814371937071,1.09905413809591,0.733848992944571,0.852962421979631,42.3574540487435,22.277099004017,11.9068794732596,11.985196215757,11.4733712582229
"71","GCWSWT19",2.60970176831906,1.03449683964742,0.710108508405346,0.867060911575821,42.9931327099292,21.7479596034718,12.5526195427717,12.7765742297196,9.92971391410778
"72","GCWSWT20",2.73372457082595,0.99582728757642,0.693236639386252,0.87436249097521,43.4238714388634,21.4974981136386,13.0948616926722,13.4227642532992,8.56100450152668
"73","GCWSWT21",2.78067065928792,0.965476501324771,0.688256539157397,0.883358399253767,43.9186276503563,21.462737649168,13.0986178201167,13.5655455775182,7.95447130284078
"74","GCWSWT22",2.87815769366978,0.958569864260113,0.683113231778625,0.882055307282944,44.1739010880248,21.3841590081417,13.0946899874598,13.5859017822786,7.76134813409521
"75","GCWSWT23",2.81917020405717,1.00916570976274,0.699101717670078,0.877587028031303,43.4558372798779,21.912826851075,12.9293133913764,13.6145740406755,8.08744843699518
"76","GCWSWT24",2.6105895661205,1.08883180998617,0.727955930010614,0.86172648922593,42.838409631545,22.8476935534996,11.8804777834404,12.6511765284473,9.78224250306772
"77","GCWSWT25",2.52343627320948,1.09433838416556,0.738090379490792,0.863753164926425,42.7939626910062,23.216586471355,11.7521106132203,12.4617897747751,9.77555044964331
"78","GCWSWT26",2.34099804415075,1.13240638821945,0.749551291687635,0.851889238969504,42.6934355585808,23.4446686231211,11.371979641076,11.7518965996017,10.7380195776203
"79","GCWSWT27",2.45305877899558,1.09992343906381,0.736138022154509,0.860557917884428,43.0558842592617,23.1176169945718,11.6078359904494,11.8500562418039,10.3686065139131
"80","GCWSWT28",2.57307107052331,1.06038957000825,0.725305282007517,0.864423693786207,43.255330633666,22.6749201986883,12.0302052424044,12.5281078846974,9.51143604054387
"81","GCWSWT29",2.79746505430766,1.00911704685748,0.699521627789473,0.882317769077259,43.8679940996634,22.0443585068267,12.4352271033707,13.5559600350097,8.09646025512954
"82","GCWSWT30",3.05057661704692,0.96330241562574,0.684747869502919,0.884416125009427,44.1930753643335,21.6507293385633,12.6494172469138,14.0283735171927,7.47840453299668
"83","GCWSWT31",3.19416374095619,0.938408459510217,0.66966123904549,0.890885483327345,44.30772806984,21.3519633306142,12.9912070394071,14.4437637178624,6.90533784227625
"84","GCWSWT32",3.32976563456057,0.934714591237884,0.671056361995598,0.89352480739559,44.5062231044341,21.0296384422613,13.1585565286921,14.5853243513212,6.7202575732913
"85","GCWSWT33",3.41526494119979,0.929603757795855,0.658887314166818,0.897406929674727,44.3591153859107,20.5336038006816,13.2025611880462,14.6985265825299,7.20619304283167
"86","GCWSWT34",3.5080995801947,0.903593860064853,0.656546704386938,0.900926542320931,44.4313829979352,20.4832708988784,13.7784160174213,14.9612689731893,6.34566111257592
"87","GCWSWT35",3.0125353815956,0.978428922786503,0.674660357559301,0.890958765781065,44.2935679975573,21.0539910392029,13.2557355744601,14.0273656713738,7.36933971740583
"88","GCWSWT36",2.74897243269088,1.04020158892162,0.707186152992056,0.876255761437552,42.8701166049298,21.852661026615,12.9059803499178,13.7767499600134,8.59449205852399
"89","GCWSWT37",2.22465361096595,1.1229454991594,0.755112375090041,0.852134852393239,41.7225245294519,22.853976282651,11.5525175788572,11.7533514904337,12.1176301186063
"90","GCWSWT38",2.19505756142881,1.13603259890635,0.763808405559676,0.847599144088341,42.2401325889482,23.417391767339,11.5431082644008,11.4224985312316,11.3768688480804
"91","GCWSWT39",2.23027879544138,1.15957774037569,0.760887531032252,0.84243010097628,41.7159673291179,23.3886458416161,11.2555672664475,11.2383114092738,12.4015081535446
"92","GCWSWT40",2.20028585196907,1.14395611438769,0.766342602050176,0.842549732821964,42.1747051191053,23.4657322056498,11.4853913352768,11.270167360472,11.6040039794962
"93","GCWSWT41",2.24360795660153,1.14060545817107,0.762252488307428,0.841775330441531,41.8860155726988,23.5366516580123,11.4259545190774,11.258450579312,11.8929276708996
"94","GCWSWT42",2.38568723990468,1.08575104274902,0.73668877838118,0.85636864232253,42.3610358860391,22.8758020277123,12.1968858077089,12.2125629735968,10.3537133049428
"95","GCWSWT43",2.51588296717489,1.03864912168068,0.718742452151111,0.87011701983147,42.3517339245601,21.9958021297402,12.660962023324,12.9632120994216,10.0282898229541
"96","GCWSWT44",2.6291061511064,0.99290307260047,0.700995851846709,0.877947229603093,43.1145752673453,21.7429342521281,13.2837046774131,13.4564733476651,8.40231245544839
"97","GCWSWT45",2.75202344349525,0.967816986450091,0.693987172475925,0.88024710784817,42.8300902060761,21.4009912404951,13.3186647625498,14.0009085874503,8.44934520342877
"98","GCWSWT46",2.9671972550749,0.941614972303098,0.678505541822593,0.887517382128098,43.6229378078273,21.1961152849717,13.6630170322256,14.1845588883965,7.33337098657885
"99","GCWSWT47",3.00898511477896,0.946323790275555,0.680084615217928,0.894024242392534,43.7115862637832,21.1835677318432,13.7508753582445,14.5082090123582,6.84576163377087
"100","GCWSWT48",3.06760924232267,0.941290941133602,0.68030669609658,0.892462480900841,44.1051852754895,21.338256665618,13.3756233661506,14.35564431538,6.82529037736187
"101","GWISWT1P",2.05738717657252,1.27519451000467,0.889405244892864,0.766635768598681,38.4049264626778,25.3505498463706,10.4491857553623,9.58833763327495,16.2070003023144
"102","GWISWT2P",1.77381646828197,1.18129912675803,0.900843958454638,0.778441615096625,38.3116534035346,25.6761397947256,9.42290405362507,9.09682442270664,17.4924783254081
"103","GWISWT1",1.86298273176431,1.40864278275921,0.881860127967724,0.779811131277859,37.1993221199454,25.7345523480162,10.1386395271788,10.0069661018372,16.9205199030223
"104","GWISWT2",1.78713069254763,1.26983721050336,0.897407177162673,0.782438984040149,37.1993153178272,25.971250429298,10.1395391134206,9.70071267677597,16.9891824626782
"105","GWISWT3",1.65902607314921,1.56463031893119,0.900193385493415,0.783958292457856,37.8305537060442,25.73143245758,10.1713871392063,9.40042331998171,16.8662033771878
"106","GWISWT4",1.666727718305,1.25977094017989,0.908955908776781,0.785907534419297,37.4624373109506,25.7555827099575,10.1797699566186,9.48810965376781,17.1141003687055
"107","GWISWT5",1.69366615431167,1.21344362092476,0.882655119244066,0.787960921960317,37.4404687266912,25.5320499807078,10.68700193947,9.76154427145298,16.578935081678
"108","GWISWT6",2.05861269715587,1.54817594540204,0.869130346311603,0.788904001619836,37.2823938737018,25.0988934435506,11.0438326186895,9.92027029680792,16.6546097672502
"109","GWISWT7",2.01907988103584,1.18200240310958,0.805984732174323,0.813564336134331,38.9476606926172,23.5071472225581,12.2950586668376,10.8915394344752,14.358593983512
"110","GWISWT8",2.40853649150511,1.03604509184538,0.730238389162425,0.852505947450526,41.4464860474952,21.3228521484581,13.7184104064857,12.2652949596974,11.2469564378635
"111","GWISWT9",2.77958555930409,0.950820029825438,0.675643926798317,0.88119592176975,42.7163549752558,19.3135215173185,15.2730012731863,13.6231117346053,9.07401049963415
"112","GWISWT10",2.80321082030452,0.910915729712472,0.661516946492854,0.890123799095992,42.9410864391038,18.930537432282,15.569556568392,14.2716903515111,8.28712920871115
"113","GWISWT11",2.98207816018165,0.883033310975352,0.638746785951037,0.902478053503035,43.6005427000199,18.4996025458464,15.7541188282391,14.8654483797536,7.28028754614087
"114","GWISWT12",2.90029868062224,0.91257806301482,0.652896721210402,0.895379426960724,43.1444000906606,18.8397840168434,15.5570720100008,14.4078949014626,8.05084898103264
"115","GWISWT13",2.12385190605594,1.07832545152024,0.766862113619008,0.838506706748525,40.0995191478367,22.1580803531212,13.3647321542784,12.1328493853112,12.2448189594525
"116","GWISWT14",1.73986674725153,1.35189547196373,0.865354977943117,0.796480741615003,37.9587145343033,24.6650328304763,11.3818919176562,10.4750006740674,15.5193600434967
"117","GWISWT15",1.52179292972096,1.24292840432918,0.885781596441543,0.781130088586518,37.763619035793,25.2773541534385,10.6444891612664,9.83547799183541,16.4790596576667
"118","GWISWT16",1.62341660477849,1.27705372009937,0.895884677282853,0.788560872505359,37.5909358264957,25.6491811341644,10.5753887882886,9.91967831916477,16.2648159318865
"119","GWISWT17",1.63703379280625,1.2745577395768,0.902580182588212,0.788904614650386,36.883034833488,25.8212183114256,10.3744392581323,9.8473900721671,17.073917524787
"120","GWISWT18",1.95170502408067,1.21519424800767,0.815817958283048,0.816375474166985,39.1357514740472,23.5148523295874,12.2262644905594,11.2066311703443,13.9165005354617
"121","GWISWT19",1.99138208293597,1.21283265545222,0.769233987155487,0.840167618694135,40.4196322849609,22.2068083645357,13.2603449578781,11.8624200603118,12.2507943323136
"122","GWISWT20",2.21917420085266,0.977855094850933,0.698701294222567,0.88033189724622,42.5263099056005,20.0927777331025,14.7358044252877,13.0333023194209,9.61180561658831
"123","GWISWT21",2.61065164867209,0.921537438466858,0.66453508085167,0.893137977631037,43.3582668591706,18.9217133951595,15.6659731635351,13.6775658823916,8.37648069974315
"124","GWISWT22",2.82026381447439,0.965727745774421,0.646503242527235,0.900548593609275,43.878407582525,18.5850374978103,15.6949019764782,14.1117099213774,7.7299430218091
"125","GWISWT23",2.96389562820054,0.881568691029189,0.634041334319289,0.900591061136984,44.4906838989451,18.3617765034654,15.6042396638181,14.3036639532628,7.23963598050857
"126","GWISWT24",2.82877787379215,0.881509798641346,0.63969265070947,0.898809866767625,44.2168920639991,18.4119396293354,15.6314757507622,14.1791694056761,7.56052315022715
"127","GWISWT25",1.73873860116237,1.39626049530632,0.827017878517376,0.808823106179022,38.6060670432605,24.7190312157903,11.2000313377247,10.9221035911008,14.5527668121236
"128","GWISWT26",1.59572872750724,1.78824931103024,0.896681719641425,0.798766024038629,37.9050328320122,25.836362377592,10.4362350341135,9.74734081566059,16.0750289406218
"129","GWISWT27",1.46058219149138,1.4369490360545,0.897114346086132,0.801142181047572,38.2166479721483,26.0852905121186,10.4856986992505,9.76929947636844,15.4430633401141
"130","GWISWT28",1.23241230587131,1.34676402190659,0.89970025548192,0.794119084700771,38.1863275880502,25.9561275709389,10.1668018485633,9.57636959878282,16.1143733936648
"131","GWISWT29",1.71699231533015,1.30278481109199,0.904216988830155,0.796664316363153,38.2519232599633,26.1784892754393,10.2203378939431,9.52873435721279,15.8205152134415
"132","GWISWT30",1.77657712906754,1.30319679066649,0.864525615302247,0.803806983050742,38.1411625573891,25.0492861347326,10.6726527186873,10.0433579381709,16.0935406510201
"133","GWISWT31",1.87880321861049,1.34877112446166,0.841942047799959,0.817309777355059,38.9752608434172,24.805911480164,11.3966130037157,10.5181585251701,14.3040561475329
"134","GWISWT32",2.1221998186008,1.60138409296754,0.7911470292365,0.83996681901389,40.1919350577569,23.4841218647541,12.4731578694834,11.3413429782086,12.509442229797
"135","GWISWT33",2.38808534534064,1.07239541977284,0.734302293442178,0.860688057665463,41.6707882221776,21.6708339526535,13.5979949203487,12.4838123772405,10.5765705275796
"136","GWISWT34",2.61602526002271,0.989570230804747,0.68129248932667,0.886529692363662,43.1963783559621,19.710736720081,14.8607210907091,13.3909431748827,8.84122065836523
"137","GWISWT35",2.68872231620388,0.962975686373968,0.670686103146534,0.890584025077715,43.6013960164095,19.4443370243423,14.9869963840176,13.6597467354954,8.30752383973509
"138","GWISWT36",2.91200588232905,0.913950470965139,0.645860861287477,0.90011297833102,44.253411166495,18.7982409765163,15.3675338349927,14.1267879842552,7.45402603774083
"139","GWISWT37",3.09628549134145,0.905310058965042,0.649152785513066,0.902595864374458,44.404444261519,18.7285097582543,15.2783236356157,14.3680060505864,7.22071629402454
"140","GWISWT38",2.25595584395558,1.14091769700922,0.783131058771437,0.852318431135902,40.5970581577693,22.8643592662387,12.9040359463422,11.7870555605432,11.8474910691065
"141","GWISWT39",1.76234329633261,0.938252368080706,0.887854363213593,0.802450695071878,37.4318571709387,25.671080598455,10.4260584598418,9.9950206695191,16.4759831012455
"142","GWISWT40",1.60932837157465,1.33319707917634,0.897182389787215,0.798136246494603,38.3277753992206,26.0434422382261,10.3762304620768,9.82177628549402,15.4307756149825
"143","GWISWT41",1.68038287091644,1.32210901801124,0.89059794308656,0.808929216735354,38.5089897566089,25.9423849257394,10.5154683818879,9.84224247438507,15.1909144613787
"144","GWISWT42",1.67507412532032,1.27526991099083,0.868854112920818,0.811326239529882,38.6918150678826,25.5875409862397,10.8187424325646,10.1691661685142,14.732735344799
"145","GWISWT43",2.03634876189135,1.15661498848323,0.796155657987939,0.841077269988789,40.4241981936674,23.3884246541188,12.395967837673,11.3255750233931,12.4658342911477
"146","GWISWT44",2.12332977959699,1.11268531439905,0.771565803129107,0.853539567745639,40.7987890204297,23.0598319332734,12.6777300311939,11.6523561144987,11.8112929006043
"147","GWISWT45",2.54480103579128,0.989623536515927,0.692241386736887,0.880755183671806,42.8687452390886,20.6186527276775,13.8690126280825,12.7896945813405,9.85389482381081
"148","GWISWT46",2.84982598942578,0.914988885738905,0.650032798183829,0.893428509562314,43.8697104301141,18.9839629473638,14.9205152827683,13.9233886889793,8.30242265077441
"149","GWISWT47",2.8806502112032,0.8987404618582,0.644987097043273,0.896363738698884,44.1929907167738,18.7799327372213,14.9496538449214,14.2702332759408,7.80718942514281
"150","GWISWT48",2.9780171662587,0.856818824902539,0.629726421688199,0.903769859786725,44.5886076089029,18.7074225549846,14.8536337584514,14.6559849883309,7.19435108933026
